time,total load forecast,total load actual
2015-03-01 13:00:00+01:00,29215,29659.0
2015-03-01 14:00:00+01:00,28964,29268.0
2015-03-01 15:00:00+01:00,27909,28375.0
2015-03-01 16:00:00+01:00,27148,27840.0
2015-03-01 17:00:00+01:00,27431,28102.0
2015-03-01 18:00:00+01:00,30039,30973.0
2015-03-01 19:00:00+01:00,31051,32130.0
2015-03-01 20:00:00+01:00,31606,32763.0
2015-03-01 21:00:00+01:00,31598,32875.0
2015-03-01 22:00:00+01:00,30406,31532.0
2015-03-01 23:00:00+01:00,28372,29366.0
2015-03-02 00:00:00+01:00,28998,29071.0
2015-03-02 01:00:00+01:00,26785,26977.0
2015-03-02 02:00:00+01:00,25527,25574.0
2015-03-02 03:00:00+01:00,25011,24982.0
2015-03-02 04:00:00+01:00,24894,24879.0
2015-03-02 05:00:00+01:00,25529,25506.0
2015-03-02 06:00:00+01:00,28074,28104.0
2015-03-02 07:00:00+01:00,32908,32929.0
2015-03-02 08:00:00+01:00,36213,35765.0
2015-03-02 09:00:00+01:00,37350,37147.0
2015-03-02 10:00:00+01:00,38261,37681.0
2015-03-02 11:00:00+01:00,38257,37765.0
2015-03-02 12:00:00+01:00,37873,37489.0
2015-03-02 13:00:00+01:00,37820,37385.0
2015-03-02 14:00:00+01:00,36739,36208.0
2015-03-02 15:00:00+01:00,36286,35771.0
2015-03-02 16:00:00+01:00,36091,35800.0
2015-03-02 17:00:00+01:00,36271,36193.0
2015-03-02 18:00:00+01:00,37515,37418.0
2015-03-02 19:00:00+01:00,39557,39296.0
2015-03-02 20:00:00+01:00,39493,39406.0
2015-03-02 21:00:00+01:00,38507,38351.0
2015-03-02 22:00:00+01:00,35771,35607.0
2015-03-02 23:00:00+01:00,32279,32222.0
2015-03-03 00:00:00+01:00,26110,26021.0
2015-03-03 01:00:00+01:00,24565,24285.0
2015-03-03 02:00:00+01:00,23756,23273.0
2015-03-03 03:00:00+01:00,23281,22800.0
2015-03-03 04:00:00+01:00,23302,22624.0
2015-03-03 05:00:00+01:00,23961,23304.0
2015-03-03 06:00:00+01:00,26215,25773.0
2015-03-03 07:00:00+01:00,30181,29455.0
2015-03-03 08:00:00+01:00,32561,31813.0
2015-03-03 09:00:00+01:00,33708,32972.0
2015-03-03 10:00:00+01:00,34053,33267.0
2015-03-03 11:00:00+01:00,33989,33314.0
2015-03-03 12:00:00+01:00,33873,33027.0
2015-03-03 13:00:00+01:00,33654,32791.0
2015-03-03 14:00:00+01:00,32331,31615.0
2015-03-03 15:00:00+01:00,31624,30892.0
2015-03-03 16:00:00+01:00,31203,30427.0
2015-03-03 17:00:00+01:00,31119,30397.0
2015-03-03 18:00:00+01:00,31291,30668.0
2015-03-03 19:00:00+01:00,33860,33367.0
2015-03-03 20:00:00+01:00,34863,34572.0
2015-03-03 21:00:00+01:00,33880,33596.0
2015-03-03 22:00:00+01:00,31492,31047.0
2015-03-03 23:00:00+01:00,28603,28168.0
2015-03-04 00:00:00+01:00,23160,22551.0
2015-03-04 01:00:00+01:00,21601,21052.0
2015-03-04 02:00:00+01:00,20253,20002.0
2015-03-04 03:00:00+01:00,19481,19371.0
2015-03-04 04:00:00+01:00,19171,18975.0
2015-03-04 05:00:00+01:00,18992,18934.0
2015-03-04 06:00:00+01:00,19347,19211.0
2015-03-04 07:00:00+01:00,19698,19743.0
2015-03-04 08:00:00+01:00,19430,19775.0
2015-03-04 09:00:00+01:00,20994,21241.0
2015-03-04 10:00:00+01:00,22604,22554.0
2015-03-04 11:00:00+01:00,23318,23012.0
2015-03-04 12:00:00+01:00,23297,22932.0
2015-03-04 13:00:00+01:00,23437,22969.0
2015-03-04 14:00:00+01:00,23334,22744.0
2015-03-04 15:00:00+01:00,22345,21706.0
2015-03-04 16:00:00+01:00,21687,21270.0
2015-03-04 17:00:00+01:00,21298,21062.0
2015-03-04 18:00:00+01:00,21114,21051.0
2015-03-04 19:00:00+01:00,21296,21594.0
2015-03-04 20:00:00+01:00,22902,23277.0
2015-03-04 21:00:00+01:00,25311,25521.0
2015-03-04 22:00:00+01:00,24989,24718.0
2015-03-04 23:00:00+01:00,23882,23519.0
2015-03-05 00:00:00+01:00,23430,23212.0
2015-03-05 01:00:00+01:00,21883,21739.0
2015-03-05 02:00:00+01:00,20770,20707.0
2015-03-05 03:00:00+01:00,20270,19963.0
2015-03-05 04:00:00+01:00,19902,19708.0
2015-03-05 05:00:00+01:00,19827,19650.0
2015-03-05 06:00:00+01:00,20195,19838.0
2015-03-05 07:00:00+01:00,19661,19351.0
2015-03-05 08:00:00+01:00,20408,20162.0
2015-03-05 09:00:00+01:00,22227,22045.0
2015-03-05 10:00:00+01:00,23963,23700.0
2015-03-05 11:00:00+01:00,24787,24525.0
2015-03-05 12:00:00+01:00,25049,24689.0
2015-03-05 13:00:00+01:00,25399,24960.0
2015-03-05 14:00:00+01:00,25116,24790.0
2015-03-05 15:00:00+01:00,24035,23615.0
2015-03-05 16:00:00+01:00,23379,22925.0
2015-03-05 17:00:00+01:00,23134,22801.0
2015-03-05 18:00:00+01:00,23325,23044.0
2015-03-05 19:00:00+01:00,23692,23481.0
2015-03-05 20:00:00+01:00,24328,24567.0
2015-03-05 21:00:00+01:00,26712,27117.0
2015-03-05 22:00:00+01:00,26394,26623.0
2015-03-05 23:00:00+01:00,24708,24758.0
2015-03-06 00:00:00+01:00,26502,26397.0
2015-03-06 01:00:00+01:00,24916,24928.0
2015-03-06 02:00:00+01:00,23875,23977.0
2015-03-06 03:00:00+01:00,23524,23593.0
2015-03-06 04:00:00+01:00,23475,23400.0
2015-03-06 05:00:00+01:00,23730,23745.0
2015-03-06 06:00:00+01:00,25149,25167.0
2015-03-06 07:00:00+01:00,27529,27428.0
2015-03-06 08:00:00+01:00,29953,29921.0
2015-03-06 09:00:00+01:00,31303,31099.0
2015-03-06 10:00:00+01:00,32292,32003.0
2015-03-06 11:00:00+01:00,32984,32810.0
2015-03-06 12:00:00+01:00,33634,33535.0
2015-03-06 13:00:00+01:00,33755,33703.0
2015-03-06 14:00:00+01:00,32843,32802.0
2015-03-06 15:00:00+01:00,32344,32417.0
2015-03-06 16:00:00+01:00,32241,32537.0
2015-03-06 17:00:00+01:00,32516,32794.0
2015-03-06 18:00:00+01:00,32134,32434.0
2015-03-06 19:00:00+01:00,31571,31756.0
2015-03-06 20:00:00+01:00,31185,31328.0
2015-03-06 21:00:00+01:00,31188,31563.0
2015-03-06 22:00:00+01:00,30635,30780.0
2015-03-06 23:00:00+01:00,28147,28352.0
2015-03-07 00:00:00+01:00,28790,29195.0
2015-03-07 01:00:00+01:00,26994,27247.0
2015-03-07 02:00:00+01:00,25634,25908.0
2015-03-07 03:00:00+01:00,24999,25239.0
2015-03-07 04:00:00+01:00,24760,24906.0
2015-03-07 05:00:00+01:00,24936,25122.0
2015-03-07 06:00:00+01:00,26312,26479.0
2015-03-07 07:00:00+01:00,28220,28626.0
2015-03-07 08:00:00+01:00,30628,31163.0
2015-03-07 09:00:00+01:00,32879,33525.0
2015-03-07 10:00:00+01:00,34554,35090.0
2015-03-07 11:00:00+01:00,35108,35728.0
2015-03-07 12:00:00+01:00,36054,36666.0
2015-03-07 13:00:00+01:00,36687,37123.0
2015-03-07 14:00:00+01:00,36152,36437.0
2015-03-07 15:00:00+01:00,35610,35790.0
2015-03-07 16:00:00+01:00,35479,35759.0
2015-03-07 17:00:00+01:00,35482,35744.0
2015-03-07 18:00:00+01:00,35069,35219.0
2015-03-07 19:00:00+01:00,34599,34623.0
2015-03-07 20:00:00+01:00,33671,33571.0
2015-03-07 21:00:00+01:00,32885,32808.0
2015-03-07 22:00:00+01:00,32640,32358.0
2015-03-07 23:00:00+01:00,30942,30495.0
2015-03-08 00:00:00+01:00,26391,25996.0
2015-03-08 01:00:00+01:00,24523,24316.0
2015-03-08 02:00:00+01:00,23269,23179.0
2015-03-08 03:00:00+01:00,22559,22471.0
2015-03-08 04:00:00+01:00,22303,22303.0
2015-03-08 05:00:00+01:00,22681,22681.0
2015-03-08 06:00:00+01:00,24216,24489.0
2015-03-08 07:00:00+01:00,25840,26296.0
2015-03-08 08:00:00+01:00,28268,29064.0
2015-03-08 09:00:00+01:00,31178,31757.0
2015-03-08 10:00:00+01:00,32984,33400.0
2015-03-08 11:00:00+01:00,33941,34584.0
2015-03-08 12:00:00+01:00,34828,35454.0
2015-03-08 13:00:00+01:00,35543,36131.0
2015-03-08 14:00:00+01:00,35277,35671.0
2015-03-08 15:00:00+01:00,34368,34894.0
2015-03-08 16:00:00+01:00,34389,34694.0
2015-03-08 17:00:00+01:00,34214,34571.0
2015-03-08 18:00:00+01:00,33674,34103.0
2015-03-08 19:00:00+01:00,32830,33145.0
2015-03-08 20:00:00+01:00,32154,32361.0
2015-03-08 21:00:00+01:00,32539,32815.0
2015-03-08 22:00:00+01:00,32112,32270.0
2015-03-08 23:00:00+01:00,29807,30116.0
2015-03-09 00:00:00+01:00,27029,26952.0
2015-03-09 01:00:00+01:00,25466,25313.0
2015-03-09 02:00:00+01:00,24423,24260.0
2015-03-09 03:00:00+01:00,23935,23668.0
2015-03-09 04:00:00+01:00,23687,23474.0
2015-03-09 05:00:00+01:00,23899,23785.0
2015-03-09 06:00:00+01:00,25534,25545.0
2015-03-09 07:00:00+01:00,27922,27738.0
2015-03-09 08:00:00+01:00,29655,29367.0
2015-03-09 09:00:00+01:00,31325,30911.0
2015-03-09 10:00:00+01:00,32176,32129.0
2015-03-09 11:00:00+01:00,32803,32728.0
2015-03-09 12:00:00+01:00,33289,33263.0
2015-03-09 13:00:00+01:00,33466,33310.0
2015-03-09 14:00:00+01:00,32376,32357.0
2015-03-09 15:00:00+01:00,31577,31587.0
2015-03-09 16:00:00+01:00,31593,31649.0
2015-03-09 17:00:00+01:00,31615,31760.0
2015-03-09 18:00:00+01:00,31238,31318.0
2015-03-09 19:00:00+01:00,30915,30679.0
2015-03-09 20:00:00+01:00,31126,31003.0
2015-03-09 21:00:00+01:00,32676,32449.0
2015-03-09 22:00:00+01:00,30415,30037.0
2015-03-09 23:00:00+01:00,28079,27687.0
2015-03-10 00:00:00+01:00,24644,24762.0
2015-03-10 01:00:00+01:00,23362,23419.0
2015-03-10 02:00:00+01:00,22301,22296.0
2015-03-10 03:00:00+01:00,21644,21614.0
2015-03-10 04:00:00+01:00,21375,21308.0
2015-03-10 05:00:00+01:00,21273,21275.0
2015-03-10 06:00:00+01:00,21592,21645.0
2015-03-10 07:00:00+01:00,22799,22779.0
2015-03-10 08:00:00+01:00,23659,23691.0
2015-03-10 09:00:00+01:00,25321,25714.0
2015-03-10 10:00:00+01:00,26712,27289.0
2015-03-10 11:00:00+01:00,27081,27731.0
2015-03-10 12:00:00+01:00,27132,27801.0
2015-03-10 13:00:00+01:00,27219,27853.0
2015-03-10 14:00:00+01:00,26521,27197.0
2015-03-10 15:00:00+01:00,25415,25771.0
2015-03-10 16:00:00+01:00,24765,25074.0
2015-03-10 17:00:00+01:00,24533,24870.0
2015-03-10 18:00:00+01:00,24612,24916.0
2015-03-10 19:00:00+01:00,25275,25507.0
2015-03-10 20:00:00+01:00,27678,27876.0
2015-03-10 21:00:00+01:00,28003,28063.0
2015-03-10 22:00:00+01:00,25918,26179.0
2015-03-10 23:00:00+01:00,24178,24381.0
2015-03-11 00:00:00+01:00,23571,23837.0
2015-03-11 01:00:00+01:00,22156,22481.0
2015-03-11 02:00:00+01:00,21285,21630.0
2015-03-11 03:00:00+01:00,21029,21336.0
2015-03-11 04:00:00+01:00,21101,21363.0
2015-03-11 05:00:00+01:00,21800,22173.0
2015-03-11 06:00:00+01:00,24425,24601.0
2015-03-11 07:00:00+01:00,28186,27944.0
2015-03-11 08:00:00+01:00,30745,29981.0
2015-03-11 09:00:00+01:00,31792,31007.0
2015-03-11 10:00:00+01:00,32454,31478.0
2015-03-11 11:00:00+01:00,32561,31869.0
2015-03-11 12:00:00+01:00,32728,31916.0
2015-03-11 13:00:00+01:00,32574,31725.0
2015-03-11 14:00:00+01:00,31448,30722.0
2015-03-11 15:00:00+01:00,30813,30112.0
2015-03-11 16:00:00+01:00,30665,29825.0
2015-03-11 17:00:00+01:00,30989,30200.0
2015-03-11 18:00:00+01:00,32866,32381.0
2015-03-11 19:00:00+01:00,33806,33199.0
2015-03-11 20:00:00+01:00,33166,33253.0
2015-03-11 21:00:00+01:00,32025,31957.0
2015-03-11 22:00:00+01:00,28923,29103.0
2015-03-11 23:00:00+01:00,26181,26365.0
2015-03-12 00:00:00+01:00,27432,27361.0
2015-03-12 01:00:00+01:00,25387,25416.0
2015-03-12 02:00:00+01:00,24103,24155.0
2015-03-12 03:00:00+01:00,23659,23665.0
2015-03-12 04:00:00+01:00,23578,23566.0
2015-03-12 05:00:00+01:00,24057,24179.0
2015-03-12 06:00:00+01:00,26568,26721.0
2015-03-12 07:00:00+01:00,31079,31174.0
2015-03-12 08:00:00+01:00,33873,33483.0
2015-03-12 09:00:00+01:00,34527,34347.0
2015-03-12 10:00:00+01:00,34665,34486.0
2015-03-12 11:00:00+01:00,34217,33967.0
2015-03-12 12:00:00+01:00,33870,33575.0
2015-03-12 13:00:00+01:00,33863,33385.0
2015-03-12 14:00:00+01:00,32846,32332.0
2015-03-12 15:00:00+01:00,32386,31915.0
2015-03-12 16:00:00+01:00,32321,31926.0
2015-03-12 17:00:00+01:00,33316,32890.0
2015-03-12 18:00:00+01:00,35739,35387.0
2015-03-12 19:00:00+01:00,36330,36017.0
2015-03-12 20:00:00+01:00,36490,35954.0
2015-03-12 21:00:00+01:00,35685,35001.0
2015-03-12 22:00:00+01:00,32915,32535.0
2015-03-12 23:00:00+01:00,29875,29486.0
2015-03-13 00:00:00+01:00,25727,26024.0
2015-03-13 01:00:00+01:00,24076,24497.0
2015-03-13 02:00:00+01:00,22975,23422.0
2015-03-13 03:00:00+01:00,22547,22967.0
2015-03-13 04:00:00+01:00,22466,22943.0
2015-03-13 05:00:00+01:00,23024,23535.0
2015-03-13 06:00:00+01:00,25356,25970.0
2015-03-13 07:00:00+01:00,28532,29189.0
2015-03-13 08:00:00+01:00,30853,31546.0
2015-03-13 09:00:00+01:00,32312,32454.0
2015-03-13 10:00:00+01:00,32931,32960.0
2015-03-13 11:00:00+01:00,32928,32904.0
2015-03-13 12:00:00+01:00,32594,32833.0
2015-03-13 13:00:00+01:00,32428,32326.0
2015-03-13 14:00:00+01:00,31269,31062.0
2015-03-13 15:00:00+01:00,30433,30153.0
2015-03-13 16:00:00+01:00,29845,29677.0
2015-03-13 17:00:00+01:00,29537,29551.0
2015-03-13 18:00:00+01:00,29336,29636.0
2015-03-13 19:00:00+01:00,31685,31977.0
2015-03-13 20:00:00+01:00,33073,33552.0
2015-03-13 21:00:00+01:00,32350,32700.0
2015-03-13 22:00:00+01:00,30266,30451.0
2015-03-13 23:00:00+01:00,27953,28016.0
2015-03-14 00:00:00+01:00,26301,26196.0
2015-03-14 01:00:00+01:00,24614,24615.0
2015-03-14 02:00:00+01:00,23223,23337.0
2015-03-14 03:00:00+01:00,22451,22672.0
2015-03-14 04:00:00+01:00,22196,22392.0
2015-03-14 05:00:00+01:00,22174,22307.0
2015-03-14 06:00:00+01:00,22681,22785.0
2015-03-14 07:00:00+01:00,23125,23571.0
2015-03-14 08:00:00+01:00,24491,25498.0
2015-03-14 09:00:00+01:00,27430,28233.0
2015-03-14 10:00:00+01:00,29566,29858.0
2015-03-14 11:00:00+01:00,29998,30223.0
2015-03-14 12:00:00+01:00,29693,29902.0
2015-03-14 13:00:00+01:00,29652,29821.0
2015-03-14 14:00:00+01:00,28955,28748.0
2015-03-14 15:00:00+01:00,27689,27381.0
2015-03-14 16:00:00+01:00,26777,26540.0
2015-03-14 17:00:00+01:00,26341,26308.0
2015-03-14 18:00:00+01:00,26436,26689.0
2015-03-14 19:00:00+01:00,28652,28952.0
2015-03-14 20:00:00+01:00,30409,30883.0
2015-03-14 21:00:00+01:00,30281,30836.0
2015-03-14 22:00:00+01:00,29062,29274.0
2015-03-14 23:00:00+01:00,27108,27076.0
2015-03-15 00:00:00+01:00,24926,24920.0
2015-03-15 01:00:00+01:00,23262,23002.0
2015-03-15 02:00:00+01:00,21953,21822.0
2015-03-15 03:00:00+01:00,21222,21097.0
2015-03-15 04:00:00+01:00,20918,20790.0
2015-03-15 05:00:00+01:00,20914,20865.0
2015-03-15 06:00:00+01:00,21311,21350.0
2015-03-15 07:00:00+01:00,21506,21417.0
2015-03-15 08:00:00+01:00,22372,22391.0
2015-03-15 09:00:00+01:00,24330,24319.0
2015-03-15 10:00:00+01:00,26267,26202.0
2015-03-15 11:00:00+01:00,27173,26794.0
2015-03-15 12:00:00+01:00,27184,26776.0
2015-03-15 13:00:00+01:00,27301,27054.0
2015-03-15 14:00:00+01:00,27078,26830.0
2015-03-15 15:00:00+01:00,25881,25731.0
2015-03-15 16:00:00+01:00,25044,24863.0
2015-03-15 17:00:00+01:00,24599,24658.0
2015-03-15 18:00:00+01:00,25099,25354.0
2015-03-15 19:00:00+01:00,27850,27938.0
2015-03-15 20:00:00+01:00,30339,30509.0
2015-03-15 21:00:00+01:00,30500,30791.0
2015-03-15 22:00:00+01:00,29448,29482.0
2015-03-15 23:00:00+01:00,27140,27131.0
2015-03-16 00:00:00+01:00,24604,24676.0
2015-03-16 01:00:00+01:00,22902,22803.0
2015-03-16 02:00:00+01:00,21975,21870.0
2015-03-16 03:00:00+01:00,21564,21579.0
2015-03-16 04:00:00+01:00,21583,21640.0
2015-03-16 05:00:00+01:00,22372,22495.0
2015-03-16 06:00:00+01:00,25263,25526.0
2015-03-16 07:00:00+01:00,29082,29358.0
2015-03-16 08:00:00+01:00,32474,32532.0
2015-03-16 09:00:00+01:00,34053,33990.0
2015-03-16 10:00:00+01:00,34537,34713.0
2015-03-16 11:00:00+01:00,34313,34580.0
2015-03-16 12:00:00+01:00,34023,34166.0
2015-03-16 13:00:00+01:00,33630,33718.0
2015-03-16 14:00:00+01:00,32373,32436.0
2015-03-16 15:00:00+01:00,31621,31728.0
2015-03-16 16:00:00+01:00,31073,31176.0
2015-03-16 17:00:00+01:00,30887,31001.0
2015-03-16 18:00:00+01:00,30847,30840.0
2015-03-16 19:00:00+01:00,33516,33382.0
2015-03-16 20:00:00+01:00,35532,35735.0
2015-03-16 21:00:00+01:00,34689,34781.0
2015-03-16 22:00:00+01:00,32009,32204.0
2015-03-16 23:00:00+01:00,28853,28943.0
2015-03-17 00:00:00+01:00,26739,26722.0
2015-03-17 01:00:00+01:00,24723,24962.0
2015-03-17 02:00:00+01:00,23732,24009.0
2015-03-17 03:00:00+01:00,23404,23554.0
2015-03-17 04:00:00+01:00,23341,23504.0
2015-03-17 05:00:00+01:00,24018,23989.0
2015-03-17 06:00:00+01:00,26449,26512.0
2015-03-17 07:00:00+01:00,30061,29999.0
2015-03-17 08:00:00+01:00,32981,32840.0
2015-03-17 09:00:00+01:00,34186,34217.0
2015-03-17 10:00:00+01:00,34714,34576.0
2015-03-17 11:00:00+01:00,34551,34362.0
2015-03-17 12:00:00+01:00,34238,34095.0
2015-03-17 13:00:00+01:00,33921,33972.0
2015-03-17 14:00:00+01:00,32574,32803.0
2015-03-17 15:00:00+01:00,31831,32290.0
2015-03-17 16:00:00+01:00,31288,31859.0
2015-03-17 17:00:00+01:00,31188,31834.0
2015-03-17 18:00:00+01:00,31132,32182.0
2015-03-17 19:00:00+01:00,33486,34416.0
2015-03-17 20:00:00+01:00,35681,36169.0
2015-03-17 21:00:00+01:00,34877,35005.0
2015-03-17 22:00:00+01:00,32189,32360.0
2015-03-17 23:00:00+01:00,29062,29389.0
2015-03-18 00:00:00+01:00,26568,27013.0
2015-03-18 01:00:00+01:00,24740,25028.0
2015-03-18 02:00:00+01:00,23791,23852.0
2015-03-18 03:00:00+01:00,23442,23391.0
2015-03-18 04:00:00+01:00,23409,23217.0
2015-03-18 05:00:00+01:00,23853,23783.0
2015-03-18 06:00:00+01:00,26259,26272.0
2015-03-18 07:00:00+01:00,29489,29693.0
2015-03-18 08:00:00+01:00,32234,32600.0
2015-03-18 09:00:00+01:00,33677,33993.0
2015-03-18 10:00:00+01:00,34354,34964.0
2015-03-18 11:00:00+01:00,34275,35258.0
2015-03-18 12:00:00+01:00,34255,35194.0
2015-03-18 13:00:00+01:00,34074,34888.0
2015-03-18 14:00:00+01:00,32931,33711.0
2015-03-18 15:00:00+01:00,32373,33102.0
2015-03-18 16:00:00+01:00,31786,32687.0
2015-03-18 17:00:00+01:00,31495,32664.0
2015-03-18 18:00:00+01:00,31175,32744.0
2015-03-18 19:00:00+01:00,33126,34534.0
2015-03-18 20:00:00+01:00,35098,35998.0
2015-03-18 21:00:00+01:00,34135,34764.0
2015-03-18 22:00:00+01:00,31713,32150.0
2015-03-18 23:00:00+01:00,28839,29322.0
2015-03-19 00:00:00+01:00,26558,26981.0
2015-03-19 01:00:00+01:00,24671,24904.0
2015-03-19 02:00:00+01:00,23541,23790.0
2015-03-19 03:00:00+01:00,22966,23250.0
2015-03-19 04:00:00+01:00,22692,22948.0
2015-03-19 05:00:00+01:00,22923,23411.0
2015-03-19 06:00:00+01:00,24364,24766.0
2015-03-19 07:00:00+01:00,26304,26699.0
2015-03-19 08:00:00+01:00,28147,28673.0
2015-03-19 09:00:00+01:00,29643,30384.0
2015-03-19 10:00:00+01:00,30887,31691.0
2015-03-19 11:00:00+01:00,31160,32076.0
2015-03-19 12:00:00+01:00,30970,32101.0
2015-03-19 13:00:00+01:00,31029,32005.0
2015-03-19 14:00:00+01:00,30321,30869.0
2015-03-19 15:00:00+01:00,29442,29970.0
2015-03-19 16:00:00+01:00,28646,29651.0
2015-03-19 17:00:00+01:00,28441,29590.0
2015-03-19 18:00:00+01:00,28698,29820.0
2015-03-19 19:00:00+01:00,30853,31892.0
2015-03-19 20:00:00+01:00,32879,33721.0
2015-03-19 21:00:00+01:00,32415,33212.0
2015-03-19 22:00:00+01:00,30579,31247.0
2015-03-19 23:00:00+01:00,28012,28502.0
2015-03-20 00:00:00+01:00,25983,26406.0
2015-03-20 01:00:00+01:00,24023,24536.0
2015-03-20 02:00:00+01:00,22863,23086.0
2015-03-20 03:00:00+01:00,22316,22587.0
2015-03-20 04:00:00+01:00,22105,22388.0
2015-03-20 05:00:00+01:00,22688,22841.0
2015-03-20 06:00:00+01:00,24649,25005.0
2015-03-20 07:00:00+01:00,26975,27674.0
2015-03-20 08:00:00+01:00,29345,30454.0
2015-03-20 09:00:00+01:00,31122,32406.0
2015-03-20 10:00:00+01:00,32141,34046.0
2015-03-20 11:00:00+01:00,32186,34151.0
2015-03-20 12:00:00+01:00,31920,33932.0
2015-03-20 13:00:00+01:00,31742,33861.0
2015-03-20 14:00:00+01:00,30757,32754.0
2015-03-20 15:00:00+01:00,29863,31850.0
2015-03-20 16:00:00+01:00,29251,31354.0
2015-03-20 17:00:00+01:00,28981,31213.0
2015-03-20 18:00:00+01:00,29068,31398.0
2015-03-20 19:00:00+01:00,31210,33237.0
2015-03-20 20:00:00+01:00,33077,34538.0
2015-03-20 21:00:00+01:00,32396,33674.0
2015-03-20 22:00:00+01:00,30644,31409.0
2015-03-20 23:00:00+01:00,28327,28943.0
2015-03-21 00:00:00+01:00,26614,26527.0
2015-03-21 01:00:00+01:00,24710,24605.0
2015-03-21 02:00:00+01:00,23093,23178.0
2015-03-21 03:00:00+01:00,22337,22484.0
2015-03-21 04:00:00+01:00,21989,22156.0
2015-03-21 05:00:00+01:00,22026,22224.0
2015-03-21 06:00:00+01:00,22744,22721.0
2015-03-21 07:00:00+01:00,23274,23371.0
2015-03-21 08:00:00+01:00,25194,25372.0
2015-03-21 09:00:00+01:00,27744,28263.0
2015-03-21 10:00:00+01:00,30130,30467.0
2015-03-21 11:00:00+01:00,30457,30834.0
2015-03-21 12:00:00+01:00,29998,30860.0
2015-03-21 13:00:00+01:00,29944,30927.0
2015-03-21 14:00:00+01:00,29199,29919.0
2015-03-21 15:00:00+01:00,28195,28617.0
2015-03-21 16:00:00+01:00,27438,27849.0
2015-03-21 17:00:00+01:00,27206,27583.0
2015-03-21 18:00:00+01:00,27705,27884.0
2015-03-21 19:00:00+01:00,29554,29701.0
2015-03-21 20:00:00+01:00,31297,31414.0
2015-03-21 21:00:00+01:00,30810,31368.0
2015-03-21 22:00:00+01:00,29448,29669.0
2015-03-21 23:00:00+01:00,27383,27736.0
2015-03-22 00:00:00+01:00,25478,25270.0
2015-03-22 01:00:00+01:00,23486,23278.0
2015-03-22 02:00:00+01:00,22110,22008.0
2015-03-22 03:00:00+01:00,21371,21127.0
2015-03-22 04:00:00+01:00,20985,20767.0
2015-03-22 05:00:00+01:00,21069,20807.0
2015-03-22 06:00:00+01:00,21390,21104.0
2015-03-22 07:00:00+01:00,21435,20936.0
2015-03-22 08:00:00+01:00,22426,22005.0
2015-03-22 09:00:00+01:00,24423,24442.0
2015-03-22 10:00:00+01:00,26539,26550.0
2015-03-22 11:00:00+01:00,27345,27444.0
2015-03-22 12:00:00+01:00,27490,27542.0
2015-03-22 13:00:00+01:00,27753,28053.0
2015-03-22 14:00:00+01:00,27397,27724.0
2015-03-22 15:00:00+01:00,26170,26446.0
2015-03-22 16:00:00+01:00,25397,25788.0
2015-03-22 17:00:00+01:00,25152,25604.0
2015-03-22 18:00:00+01:00,25781,26091.0
2015-03-22 19:00:00+01:00,28090,28390.0
2015-03-22 20:00:00+01:00,30393,30976.0
2015-03-22 21:00:00+01:00,30776,30601.0
2015-03-22 22:00:00+01:00,29575,29515.0
2015-03-22 23:00:00+01:00,27238,27803.0
2015-03-23 00:00:00+01:00,24772,25117.0
2015-03-23 01:00:00+01:00,22985,23034.0
2015-03-23 02:00:00+01:00,22037,21948.0
2015-03-23 03:00:00+01:00,21575,21435.0
2015-03-23 04:00:00+01:00,21547,21442.0
2015-03-23 05:00:00+01:00,22332,22300.0
2015-03-23 06:00:00+01:00,25054,25108.0
2015-03-23 07:00:00+01:00,28606,28782.0
2015-03-23 08:00:00+01:00,32208,32470.0
2015-03-23 09:00:00+01:00,34303,34119.0
2015-03-23 10:00:00+01:00,35091,35125.0
2015-03-23 11:00:00+01:00,35182,35169.0
2015-03-23 12:00:00+01:00,35161,35340.0
2015-03-23 13:00:00+01:00,35094,35285.0
2015-03-23 14:00:00+01:00,33755,33894.0
2015-03-23 15:00:00+01:00,33050,33296.0
2015-03-23 16:00:00+01:00,32797,33059.0
2015-03-23 17:00:00+01:00,32892,33034.0
2015-03-23 18:00:00+01:00,32620,33056.0
2015-03-23 19:00:00+01:00,34693,34853.0
2015-03-23 20:00:00+01:00,36724,36679.0
2015-03-23 21:00:00+01:00,35550,35532.0
2015-03-23 22:00:00+01:00,32633,32645.0
2015-03-23 23:00:00+01:00,29478,29514.0
2015-03-24 00:00:00+01:00,27290,27089.0
2015-03-24 01:00:00+01:00,25076,25005.0
2015-03-24 02:00:00+01:00,23870,23958.0
2015-03-24 03:00:00+01:00,23337,23452.0
2015-03-24 04:00:00+01:00,23227,23446.0
2015-03-24 05:00:00+01:00,23908,24033.0
2015-03-24 06:00:00+01:00,26296,26407.0
2015-03-24 07:00:00+01:00,29804,29741.0
2015-03-24 08:00:00+01:00,33140,33045.0
2015-03-24 09:00:00+01:00,34523,34826.0
2015-03-24 10:00:00+01:00,35238,35748.0
2015-03-24 11:00:00+01:00,35094,35974.0
2015-03-24 12:00:00+01:00,35122,35861.0
2015-03-24 13:00:00+01:00,34999,35657.0
2015-03-24 14:00:00+01:00,33593,34143.0
2015-03-24 15:00:00+01:00,32984,33383.0
2015-03-24 16:00:00+01:00,32744,32963.0
2015-03-24 17:00:00+01:00,32793,32851.0
2015-03-24 18:00:00+01:00,33223,32920.0
2015-03-24 19:00:00+01:00,34975,34655.0
