time,price day ahead,price actual
2015-09-26 07:00:00+02:00,52.1,59.08
2015-09-26 08:00:00+02:00,50.06,56.97
2015-09-26 09:00:00+02:00,52.1,58.67
2015-09-26 10:00:00+02:00,52.5,59.42
2015-09-26 11:00:00+02:00,52.1,59.39
2015-09-26 12:00:00+02:00,52.1,59.32
2015-09-26 13:00:00+02:00,54.01,61.21
2015-09-26 14:00:00+02:00,53.6,61.31
2015-09-26 15:00:00+02:00,50.83,58.17
2015-09-26 16:00:00+02:00,48.0,55.26
2015-09-26 17:00:00+02:00,48.5,55.34
2015-09-26 18:00:00+02:00,50.83,59.43
2015-09-26 19:00:00+02:00,49.91,58.14
2015-09-26 20:00:00+02:00,52.6,61.47
2015-09-26 21:00:00+02:00,54.07,62.27
2015-09-26 22:00:00+02:00,52.69,61.72
2015-09-26 23:00:00+02:00,50.83,59.33
2015-09-27 00:00:00+02:00,48.0,56.98
2015-09-27 01:00:00+02:00,44.22,53.42
2015-09-27 02:00:00+02:00,45.0,54.19
2015-09-27 03:00:00+02:00,45.24,53.48
2015-09-27 04:00:00+02:00,44.66,53.29
2015-09-27 05:00:00+02:00,44.22,52.94
2015-09-27 06:00:00+02:00,43.1,51.38
2015-09-27 07:00:00+02:00,40.85,49.6
2015-09-27 08:00:00+02:00,40.37,49.48
2015-09-27 09:00:00+02:00,44.0,53.03
2015-09-27 10:00:00+02:00,48.5,57.1
2015-09-27 11:00:00+02:00,49.0,57.92
2015-09-27 12:00:00+02:00,49.5,57.83
2015-09-27 13:00:00+02:00,49.75,58.24
2015-09-27 14:00:00+02:00,49.0,57.56
2015-09-27 15:00:00+02:00,45.24,53.78
2015-09-27 16:00:00+02:00,43.1,51.73
2015-09-27 17:00:00+02:00,42.25,50.32
2015-09-27 18:00:00+02:00,44.0,53.39
2015-09-27 19:00:00+02:00,49.2,58.44
2015-09-27 20:00:00+02:00,50.84,59.0
2015-09-27 21:00:00+02:00,52.1,60.78
2015-09-27 22:00:00+02:00,47.34,56.38
2015-09-27 23:00:00+02:00,46.61,55.83
2015-09-28 00:00:00+02:00,46.27,55.22
2015-09-28 01:00:00+02:00,43.5,52.78
2015-09-28 02:00:00+02:00,42.62,51.23
2015-09-28 03:00:00+02:00,42.37,50.43
2015-09-28 04:00:00+02:00,39.59,47.41
2015-09-28 05:00:00+02:00,41.0,49.25
2015-09-28 06:00:00+02:00,45.87,54.12
2015-09-28 07:00:00+02:00,53.33,59.91
2015-09-28 08:00:00+02:00,55.19,62.78
2015-09-28 09:00:00+02:00,54.45,62.4
2015-09-28 10:00:00+02:00,54.63,62.8
2015-09-28 11:00:00+02:00,53.65,62.76
2015-09-28 12:00:00+02:00,54.0,63.04
2015-09-28 13:00:00+02:00,55.1,64.31
2015-09-28 14:00:00+02:00,52.63,61.91
2015-09-28 15:00:00+02:00,52.3,60.31
2015-09-28 16:00:00+02:00,54.5,61.97
2015-09-28 17:00:00+02:00,56.56,63.98
2015-09-28 18:00:00+02:00,56.6,65.03
2015-09-28 19:00:00+02:00,57.12,65.42
2015-09-28 20:00:00+02:00,59.31,68.18
2015-09-28 21:00:00+02:00,60.01,69.72
2015-09-28 22:00:00+02:00,52.0,61.23
2015-09-28 23:00:00+02:00,52.0,59.74
2015-09-29 00:00:00+02:00,52.1,60.02
2015-09-29 01:00:00+02:00,47.4,54.86
2015-09-29 02:00:00+02:00,45.91,53.13
2015-09-29 03:00:00+02:00,46.09,52.5
2015-09-29 04:00:00+02:00,47.22,53.34
2015-09-29 05:00:00+02:00,50.0,55.91
2015-09-29 06:00:00+02:00,53.5,59.67
2015-09-29 07:00:00+02:00,56.44,61.89
2015-09-29 08:00:00+02:00,56.69,64.07
2015-09-29 09:00:00+02:00,58.56,65.92
2015-09-29 10:00:00+02:00,60.01,67.59
2015-09-29 11:00:00+02:00,58.1,66.68
2015-09-29 12:00:00+02:00,58.6,67.06
2015-09-29 13:00:00+02:00,58.69,67.22
2015-09-29 14:00:00+02:00,56.8,65.39
2015-09-29 15:00:00+02:00,56.44,63.78
2015-09-29 16:00:00+02:00,56.5,64.14
2015-09-29 17:00:00+02:00,56.8,64.1
2015-09-29 18:00:00+02:00,55.94,63.82
2015-09-29 19:00:00+02:00,54.07,62.06
2015-09-29 20:00:00+02:00,56.44,64.6
2015-09-29 21:00:00+02:00,56.6,65.95
2015-09-29 22:00:00+02:00,54.0,63.22
2015-09-29 23:00:00+02:00,49.1,57.33
2015-09-30 00:00:00+02:00,48.2,56.2
2015-09-30 01:00:00+02:00,45.65,53.82
2015-09-30 02:00:00+02:00,45.35,52.82
2015-09-30 03:00:00+02:00,45.29,52.09
2015-09-30 04:00:00+02:00,45.42,52.27
2015-09-30 05:00:00+02:00,45.65,52.37
2015-09-30 06:00:00+02:00,52.0,58.78
2015-09-30 07:00:00+02:00,59.9,65.48
2015-09-30 08:00:00+02:00,60.01,67.59
2015-09-30 09:00:00+02:00,60.6,68.35
2015-09-30 10:00:00+02:00,60.01,67.59
2015-09-30 11:00:00+02:00,59.1,68.05
2015-09-30 12:00:00+02:00,58.9,67.78
2015-09-30 13:00:00+02:00,59.99,69.03
2015-09-30 14:00:00+02:00,57.0,66.1
2015-09-30 15:00:00+02:00,56.57,64.68
2015-09-30 16:00:00+02:00,57.0,64.49
2015-09-30 17:00:00+02:00,58.9,66.23
2015-09-30 18:00:00+02:00,59.31,67.56
2015-09-30 19:00:00+02:00,59.1,66.94
2015-09-30 20:00:00+02:00,64.11,73.57
2015-09-30 21:00:00+02:00,68.48,78.31
2015-09-30 22:00:00+02:00,58.9,67.18
2015-09-30 23:00:00+02:00,58.9,66.5
2015-10-01 00:00:00+02:00,45.28,63.86
2015-10-01 01:00:00+02:00,44.96,60.61
2015-10-01 02:00:00+02:00,43.05,56.61
2015-10-01 03:00:00+02:00,43.0,56.1
2015-10-01 04:00:00+02:00,43.83,57.72
2015-10-01 05:00:00+02:00,45.0,60.27
2015-10-01 06:00:00+02:00,47.43,64.66
2015-10-01 07:00:00+02:00,54.12,68.82
2015-10-01 08:00:00+02:00,60.69,70.94
2015-10-01 09:00:00+02:00,64.82,72.09
2015-10-01 10:00:00+02:00,67.69,72.34
2015-10-01 11:00:00+02:00,66.2,71.24
2015-10-01 12:00:00+02:00,65.01,69.81
2015-10-01 13:00:00+02:00,64.82,68.88
2015-10-01 14:00:00+02:00,62.43,66.04
2015-10-01 15:00:00+02:00,58.58,61.93
2015-10-01 16:00:00+02:00,58.34,61.44
2015-10-01 17:00:00+02:00,61.69,62.7
2015-10-01 18:00:00+02:00,63.89,64.21
2015-10-01 19:00:00+02:00,64.89,70.15
2015-10-01 20:00:00+02:00,64.34,70.73
2015-10-01 21:00:00+02:00,63.71,69.78
2015-10-01 22:00:00+02:00,59.33,66.06
2015-10-01 23:00:00+02:00,48.8,61.47
2015-10-02 00:00:00+02:00,50.3,65.27
2015-10-02 01:00:00+02:00,49.0,62.91
2015-10-02 02:00:00+02:00,43.76,60.07
2015-10-02 03:00:00+02:00,43.06,58.6
2015-10-02 04:00:00+02:00,42.88,56.92
2015-10-02 05:00:00+02:00,43.94,60.21
2015-10-02 06:00:00+02:00,49.92,63.93
2015-10-02 07:00:00+02:00,65.01,67.12
2015-10-02 08:00:00+02:00,66.19,70.13
2015-10-02 09:00:00+02:00,69.49,72.18
2015-10-02 10:00:00+02:00,70.7,71.83
2015-10-02 11:00:00+02:00,70.09,70.49
2015-10-02 12:00:00+02:00,68.78,70.23
2015-10-02 13:00:00+02:00,66.69,68.95
2015-10-02 14:00:00+02:00,61.9,65.82
2015-10-02 15:00:00+02:00,61.01,60.1
2015-10-02 16:00:00+02:00,63.89,55.69
2015-10-02 17:00:00+02:00,64.1,59.63
2015-10-02 18:00:00+02:00,67.48,64.96
2015-10-02 19:00:00+02:00,71.0,68.98
2015-10-02 20:00:00+02:00,71.0,71.48
2015-10-02 21:00:00+02:00,66.69,71.55
2015-10-02 22:00:00+02:00,62.0,68.17
2015-10-02 23:00:00+02:00,56.19,63.7
2015-10-03 00:00:00+02:00,47.96,59.39
2015-10-03 01:00:00+02:00,45.0,57.07
2015-10-03 02:00:00+02:00,43.38,54.5
2015-10-03 03:00:00+02:00,42.4,53.66
2015-10-03 04:00:00+02:00,43.0,52.26
2015-10-03 05:00:00+02:00,44.84,52.3
2015-10-03 06:00:00+02:00,47.96,54.42
2015-10-03 07:00:00+02:00,54.45,54.37
2015-10-03 08:00:00+02:00,59.69,57.16
2015-10-03 09:00:00+02:00,60.69,64.84
2015-10-03 10:00:00+02:00,58.9,65.82
2015-10-03 11:00:00+02:00,56.78,64.06
2015-10-03 12:00:00+02:00,56.0,61.84
2015-10-03 13:00:00+02:00,55.69,60.53
2015-10-03 14:00:00+02:00,49.92,56.31
2015-10-03 15:00:00+02:00,47.96,51.34
2015-10-03 16:00:00+02:00,47.96,50.38
2015-10-03 17:00:00+02:00,48.35,51.86
2015-10-03 18:00:00+02:00,57.19,57.67
2015-10-03 19:00:00+02:00,65.18,63.61
2015-10-03 20:00:00+02:00,69.49,69.13
2015-10-03 21:00:00+02:00,67.44,68.18
2015-10-03 22:00:00+02:00,59.69,63.31
2015-10-03 23:00:00+02:00,54.19,57.47
2015-10-04 00:00:00+02:00,54.1,53.81
2015-10-04 01:00:00+02:00,47.02,52.58
2015-10-04 02:00:00+02:00,42.33,50.19
2015-10-04 03:00:00+02:00,41.95,50.37
2015-10-04 04:00:00+02:00,42.05,47.83
2015-10-04 05:00:00+02:00,42.17,46.59
2015-10-04 06:00:00+02:00,54.1,45.43
2015-10-04 07:00:00+02:00,59.2,45.49
2015-10-04 08:00:00+02:00,61.6,48.24
2015-10-04 09:00:00+02:00,60.99,51.33
2015-10-04 10:00:00+02:00,61.69,48.91
2015-10-04 11:00:00+02:00,60.69,48.44
2015-10-04 12:00:00+02:00,60.69,47.59
2015-10-04 13:00:00+02:00,60.19,45.23
2015-10-04 14:00:00+02:00,59.2,41.53
2015-10-04 15:00:00+02:00,58.0,37.86
2015-10-04 16:00:00+02:00,57.6,35.79
2015-10-04 17:00:00+02:00,59.1,36.99
2015-10-04 18:00:00+02:00,59.18,46.59
2015-10-04 19:00:00+02:00,59.03,50.46
2015-10-04 20:00:00+02:00,60.0,60.07
2015-10-04 21:00:00+02:00,64.1,62.93
2015-10-04 22:00:00+02:00,60.85,52.79
2015-10-04 23:00:00+02:00,60.55,49.69
2015-10-05 00:00:00+02:00,48.88,44.43
2015-10-05 01:00:00+02:00,48.36,40.86
2015-10-05 02:00:00+02:00,45.1,36.62
2015-10-05 03:00:00+02:00,45.1,35.66
2015-10-05 04:00:00+02:00,41.29,36.86
2015-10-05 05:00:00+02:00,41.29,36.29
2015-10-05 06:00:00+02:00,41.29,46.53
2015-10-05 07:00:00+02:00,37.63,52.01
2015-10-05 08:00:00+02:00,38.0,55.69
2015-10-05 09:00:00+02:00,37.63,61.0
2015-10-05 10:00:00+02:00,40.13,60.35
2015-10-05 11:00:00+02:00,42.4,59.57
2015-10-05 12:00:00+02:00,41.29,56.55
2015-10-05 13:00:00+02:00,41.2,55.97
2015-10-05 14:00:00+02:00,37.63,52.94
2015-10-05 15:00:00+02:00,35.9,51.76
2015-10-05 16:00:00+02:00,35.1,51.05
2015-10-05 17:00:00+02:00,35.55,53.04
2015-10-05 18:00:00+02:00,36.0,53.82
2015-10-05 19:00:00+02:00,37.63,58.42
2015-10-05 20:00:00+02:00,41.29,64.7
2015-10-05 21:00:00+02:00,55.0,62.16
2015-10-05 22:00:00+02:00,56.55,51.41
2015-10-05 23:00:00+02:00,50.1,47.31
2015-10-06 00:00:00+02:00,57.8,42.27
2015-10-06 01:00:00+02:00,52.6,37.88
2015-10-06 02:00:00+02:00,50.69,35.62
2015-10-06 03:00:00+02:00,48.13,34.32
2015-10-06 04:00:00+02:00,49.0,30.56
2015-10-06 05:00:00+02:00,50.82,35.67
2015-10-06 06:00:00+02:00,54.58,45.08
2015-10-06 07:00:00+02:00,57.07,51.52
2015-10-06 08:00:00+02:00,61.56,57.93
2015-10-06 09:00:00+02:00,60.8,58.43
2015-10-06 10:00:00+02:00,60.69,59.05
2015-10-06 11:00:00+02:00,60.69,58.02
2015-10-06 12:00:00+02:00,60.19,57.99
2015-10-06 13:00:00+02:00,59.6,55.99
2015-10-06 14:00:00+02:00,55.07,53.45
2015-10-06 15:00:00+02:00,53.35,50.84
2015-10-06 16:00:00+02:00,54.58,51.41
2015-10-06 17:00:00+02:00,56.63,52.67
2015-10-06 18:00:00+02:00,59.6,63.13
2015-10-06 19:00:00+02:00,60.19,72.7
2015-10-06 20:00:00+02:00,61.0,79.21
2015-10-06 21:00:00+02:00,62.48,78.6
2015-10-06 22:00:00+02:00,62.48,72.14
2015-10-06 23:00:00+02:00,60.8,64.56
2015-10-07 00:00:00+02:00,64.69,63.06
2015-10-07 01:00:00+02:00,63.2,62.81
2015-10-07 02:00:00+02:00,61.69,58.94
2015-10-07 03:00:00+02:00,61.0,55.27
2015-10-07 04:00:00+02:00,60.53,59.01
2015-10-07 05:00:00+02:00,60.53,62.99
2015-10-07 06:00:00+02:00,62.5,65.94
2015-10-07 07:00:00+02:00,62.52,69.47
2015-10-07 08:00:00+02:00,64.69,71.71
2015-10-07 09:00:00+02:00,66.1,72.42
2015-10-07 10:00:00+02:00,66.1,73.75
2015-10-07 11:00:00+02:00,66.9,72.38
2015-10-07 12:00:00+02:00,67.03,72.16
2015-10-07 13:00:00+02:00,65.4,71.79
2015-10-07 14:00:00+02:00,63.79,69.51
2015-10-07 15:00:00+02:00,62.1,66.39
2015-10-07 16:00:00+02:00,62.29,65.25
2015-10-07 17:00:00+02:00,62.7,65.93
2015-10-07 18:00:00+02:00,62.29,67.39
2015-10-07 19:00:00+02:00,61.98,69.47
2015-10-07 20:00:00+02:00,62.0,74.54
2015-10-07 21:00:00+02:00,62.52,73.67
2015-10-07 22:00:00+02:00,62.52,67.18
2015-10-07 23:00:00+02:00,55.68,59.51
2015-10-08 00:00:00+02:00,51.25,61.31
2015-10-08 01:00:00+02:00,48.1,55.35
2015-10-08 02:00:00+02:00,47.57,53.79
2015-10-08 03:00:00+02:00,47.57,53.25
2015-10-08 04:00:00+02:00,48.0,53.47
2015-10-08 05:00:00+02:00,48.04,53.23
2015-10-08 06:00:00+02:00,53.56,56.33
2015-10-08 07:00:00+02:00,55.89,62.97
2015-10-08 08:00:00+02:00,60.1,67.53
2015-10-08 09:00:00+02:00,66.0,68.45
2015-10-08 10:00:00+02:00,67.1,70.03
2015-10-08 11:00:00+02:00,67.1,71.0
2015-10-08 12:00:00+02:00,67.1,71.08
2015-10-08 13:00:00+02:00,67.1,70.67
2015-10-08 14:00:00+02:00,65.25,69.15
2015-10-08 15:00:00+02:00,64.98,68.24
2015-10-08 16:00:00+02:00,64.98,68.04
2015-10-08 17:00:00+02:00,65.01,68.16
2015-10-08 18:00:00+02:00,65.01,69.49
2015-10-08 19:00:00+02:00,64.98,74.32
2015-10-08 20:00:00+02:00,65.0,72.3
2015-10-08 21:00:00+02:00,68.3,70.56
2015-10-08 22:00:00+02:00,67.1,66.24
2015-10-08 23:00:00+02:00,61.6,60.85
2015-10-09 00:00:00+02:00,59.31,59.07
2015-10-09 01:00:00+02:00,58.5,54.24
2015-10-09 02:00:00+02:00,55.0,53.99
2015-10-09 03:00:00+02:00,54.15,53.85
2015-10-09 04:00:00+02:00,52.98,54.05
2015-10-09 05:00:00+02:00,54.15,54.89
2015-10-09 06:00:00+02:00,59.59,57.81
2015-10-09 07:00:00+02:00,59.31,66.14
2015-10-09 08:00:00+02:00,59.31,69.51
2015-10-09 09:00:00+02:00,60.87,69.69
2015-10-09 10:00:00+02:00,64.0,70.15
2015-10-09 11:00:00+02:00,63.6,70.05
2015-10-09 12:00:00+02:00,64.1,69.82
2015-10-09 13:00:00+02:00,63.6,69.39
2015-10-09 14:00:00+02:00,59.85,67.1
2015-10-09 15:00:00+02:00,59.0,63.76
2015-10-09 16:00:00+02:00,59.26,64.14
2015-10-09 17:00:00+02:00,59.59,65.1
2015-10-09 18:00:00+02:00,59.43,69.15
2015-10-09 19:00:00+02:00,59.59,69.55
2015-10-09 20:00:00+02:00,63.1,72.18
2015-10-09 21:00:00+02:00,65.6,70.93
2015-10-09 22:00:00+02:00,60.26,68.74
2015-10-09 23:00:00+02:00,57.5,61.88
2015-10-10 00:00:00+02:00,54.0,61.71
2015-10-10 01:00:00+02:00,50.89,59.56
2015-10-10 02:00:00+02:00,47.74,56.72
2015-10-10 03:00:00+02:00,46.3,55.39
2015-10-10 04:00:00+02:00,43.97,53.38
2015-10-10 05:00:00+02:00,43.0,52.79
2015-10-10 06:00:00+02:00,43.15,52.36
2015-10-10 07:00:00+02:00,44.0,53.44
2015-10-10 08:00:00+02:00,46.3,55.91
2015-10-10 09:00:00+02:00,53.11,62.9
2015-10-10 10:00:00+02:00,52.42,61.15
2015-10-10 11:00:00+02:00,48.7,57.55
2015-10-10 12:00:00+02:00,47.63,56.47
2015-10-10 13:00:00+02:00,47.63,56.58
2015-10-10 14:00:00+02:00,46.3,55.59
2015-10-10 15:00:00+02:00,44.08,52.8
2015-10-10 16:00:00+02:00,43.5,52.22
2015-10-10 17:00:00+02:00,44.84,53.69
2015-10-10 18:00:00+02:00,50.0,60.11
2015-10-10 19:00:00+02:00,52.37,61.66
2015-10-10 20:00:00+02:00,58.95,67.61
2015-10-10 21:00:00+02:00,56.6,65.21
2015-10-10 22:00:00+02:00,50.3,60.21
2015-10-10 23:00:00+02:00,49.85,59.51
2015-10-11 00:00:00+02:00,58.51,60.24
2015-10-11 01:00:00+02:00,53.5,55.17
2015-10-11 02:00:00+02:00,49.23,51.81
2015-10-11 03:00:00+02:00,48.92,51.15
2015-10-11 04:00:00+02:00,48.54,50.9
2015-10-11 05:00:00+02:00,49.23,51.3
2015-10-11 06:00:00+02:00,56.57,52.0
2015-10-11 07:00:00+02:00,60.58,52.67
2015-10-11 08:00:00+02:00,62.0,51.92
2015-10-11 09:00:00+02:00,63.0,57.25
2015-10-11 10:00:00+02:00,61.96,60.24
2015-10-11 11:00:00+02:00,60.3,61.19
2015-10-11 12:00:00+02:00,60.9,61.52
2015-10-11 13:00:00+02:00,60.01,61.18
2015-10-11 14:00:00+02:00,59.48,60.38
2015-10-11 15:00:00+02:00,59.01,56.37
2015-10-11 16:00:00+02:00,59.76,53.55
2015-10-11 17:00:00+02:00,61.01,54.38
2015-10-11 18:00:00+02:00,66.69,58.18
2015-10-11 19:00:00+02:00,69.49,62.78
2015-10-11 20:00:00+02:00,69.49,70.79
2015-10-11 21:00:00+02:00,66.53,70.99
2015-10-11 22:00:00+02:00,62.6,67.27
2015-10-11 23:00:00+02:00,59.3,60.28
2015-10-12 00:00:00+02:00,63.29,55.6
2015-10-12 01:00:00+02:00,53.45,50.9
2015-10-12 02:00:00+02:00,49.34,50.23
2015-10-12 03:00:00+02:00,48.42,49.42
2015-10-12 04:00:00+02:00,48.15,49.73
2015-10-12 05:00:00+02:00,48.42,49.23
2015-10-12 06:00:00+02:00,56.0,55.91
2015-10-12 07:00:00+02:00,68.85,60.83
2015-10-12 08:00:00+02:00,70.56,61.96
2015-10-12 09:00:00+02:00,69.1,63.55
2015-10-12 10:00:00+02:00,70.0,60.56
2015-10-12 11:00:00+02:00,69.02,59.59
2015-10-12 12:00:00+02:00,68.03,60.34
2015-10-12 13:00:00+02:00,67.1,61.25
2015-10-12 14:00:00+02:00,65.98,61.03
2015-10-12 15:00:00+02:00,65.98,58.37
2015-10-12 16:00:00+02:00,66.83,57.01
2015-10-12 17:00:00+02:00,69.03,58.07
2015-10-12 18:00:00+02:00,73.1,64.67
2015-10-12 19:00:00+02:00,73.0,68.06
2015-10-12 20:00:00+02:00,72.69,67.3
2015-10-12 21:00:00+02:00,70.56,64.6
2015-10-12 22:00:00+02:00,66.83,59.02
2015-10-12 23:00:00+02:00,62.77,56.72
2015-10-13 00:00:00+02:00,40.0,49.81
2015-10-13 01:00:00+02:00,38.1,48.11
2015-10-13 02:00:00+02:00,37.0,47.11
2015-10-13 03:00:00+02:00,36.5,46.56
2015-10-13 04:00:00+02:00,36.5,46.46
2015-10-13 05:00:00+02:00,37.2,46.64
2015-10-13 06:00:00+02:00,44.01,53.15
2015-10-13 07:00:00+02:00,54.28,61.96
2015-10-13 08:00:00+02:00,56.6,65.85
2015-10-13 09:00:00+02:00,55.15,64.08
2015-10-13 10:00:00+02:00,54.61,63.73
2015-10-13 11:00:00+02:00,54.11,64.16
2015-10-13 12:00:00+02:00,55.11,64.56
2015-10-13 13:00:00+02:00,54.69,64.85
2015-10-13 14:00:00+02:00,54.5,64.51
2015-10-13 15:00:00+02:00,54.11,63.44
2015-10-13 16:00:00+02:00,55.0,63.75
2015-10-13 17:00:00+02:00,54.69,63.91
2015-10-13 18:00:00+02:00,55.11,64.69
2015-10-13 19:00:00+02:00,60.73,70.22
2015-10-13 20:00:00+02:00,60.73,70.62
2015-10-13 21:00:00+02:00,56.57,66.33
2015-10-13 22:00:00+02:00,50.1,61.0
2015-10-13 23:00:00+02:00,46.3,56.39
2015-10-14 00:00:00+02:00,40.2,50.1
2015-10-14 01:00:00+02:00,39.25,48.87
2015-10-14 02:00:00+02:00,38.35,47.56
2015-10-14 03:00:00+02:00,36.0,45.06
2015-10-14 04:00:00+02:00,36.0,44.93
2015-10-14 05:00:00+02:00,38.35,47.82
2015-10-14 06:00:00+02:00,46.05,54.56
2015-10-14 07:00:00+02:00,54.0,61.04
2015-10-14 08:00:00+02:00,55.6,64.16
2015-10-14 09:00:00+02:00,55.16,63.62
2015-10-14 10:00:00+02:00,54.19,63.45
2015-10-14 11:00:00+02:00,53.4,63.52
2015-10-14 12:00:00+02:00,54.0,63.76
2015-10-14 13:00:00+02:00,53.91,64.58
2015-10-14 14:00:00+02:00,53.55,63.83
2015-10-14 15:00:00+02:00,52.19,61.58
2015-10-14 16:00:00+02:00,52.28,61.24
2015-10-14 17:00:00+02:00,53.19,62.39
2015-10-14 18:00:00+02:00,56.28,66.65
2015-10-14 19:00:00+02:00,59.02,69.02
2015-10-14 20:00:00+02:00,59.17,68.96
2015-10-14 21:00:00+02:00,56.0,66.44
2015-10-14 22:00:00+02:00,51.1,62.63
2015-10-14 23:00:00+02:00,46.6,57.49
2015-10-15 00:00:00+02:00,43.97,52.74
2015-10-15 01:00:00+02:00,40.24,49.3
2015-10-15 02:00:00+02:00,39.53,48.51
2015-10-15 03:00:00+02:00,40.0,48.59
2015-10-15 04:00:00+02:00,39.53,48.31
2015-10-15 05:00:00+02:00,40.24,48.93
2015-10-15 06:00:00+02:00,46.29,54.5
2015-10-15 07:00:00+02:00,57.72,64.75
2015-10-15 08:00:00+02:00,61.35,69.94
2015-10-15 09:00:00+02:00,63.1,71.33
2015-10-15 10:00:00+02:00,62.97,71.6
2015-10-15 11:00:00+02:00,60.1,69.09
2015-10-15 12:00:00+02:00,59.59,68.33
2015-10-15 13:00:00+02:00,58.64,67.71
2015-10-15 14:00:00+02:00,56.7,65.71
2015-10-15 15:00:00+02:00,56.02,64.37
2015-10-15 16:00:00+02:00,56.02,64.17
2015-10-15 17:00:00+02:00,56.6,64.63
2015-10-15 18:00:00+02:00,57.78,67.08
2015-10-15 19:00:00+02:00,63.61,75.23
2015-10-15 20:00:00+02:00,65.48,76.62
2015-10-15 21:00:00+02:00,63.03,74.65
2015-10-15 22:00:00+02:00,59.0,68.61
2015-10-15 23:00:00+02:00,55.16,64.02
2015-10-16 00:00:00+02:00,56.8,63.82
2015-10-16 01:00:00+02:00,55.02,62.4
2015-10-16 02:00:00+02:00,52.0,59.75
2015-10-16 03:00:00+02:00,52.0,59.77
2015-10-16 04:00:00+02:00,50.0,57.83
2015-10-16 05:00:00+02:00,52.5,59.92
2015-10-16 06:00:00+02:00,56.7,63.79
2015-10-16 07:00:00+02:00,63.14,69.31
2015-10-16 08:00:00+02:00,63.6,71.75
2015-10-16 09:00:00+02:00,64.8,73.25
2015-10-16 10:00:00+02:00,64.68,73.34
2015-10-16 11:00:00+02:00,62.99,71.79
2015-10-16 12:00:00+02:00,59.71,68.51
2015-10-16 13:00:00+02:00,57.44,66.52
2015-10-16 14:00:00+02:00,56.7,65.56
2015-10-16 15:00:00+02:00,55.25,63.83
2015-10-16 16:00:00+02:00,55.75,64.38
2015-10-16 17:00:00+02:00,56.7,64.71
2015-10-16 18:00:00+02:00,59.87,69.04
2015-10-16 19:00:00+02:00,63.03,72.61
2015-10-16 20:00:00+02:00,65.01,75.06
2015-10-16 21:00:00+02:00,60.98,70.45
2015-10-16 22:00:00+02:00,56.8,67.03
2015-10-16 23:00:00+02:00,50.5,59.81
2015-10-17 00:00:00+02:00,56.6,63.46
2015-10-17 01:00:00+02:00,47.61,55.48
2015-10-17 02:00:00+02:00,46.58,54.5
2015-10-17 03:00:00+02:00,43.59,52.15
2015-10-17 04:00:00+02:00,40.34,49.34
2015-10-17 05:00:00+02:00,38.0,47.35
2015-10-17 06:00:00+02:00,39.98,48.83
2015-10-17 07:00:00+02:00,43.08,52.3
2015-10-17 08:00:00+02:00,46.64,56.55
2015-10-17 09:00:00+02:00,48.13,57.76
2015-10-17 10:00:00+02:00,48.28,56.28
2015-10-17 11:00:00+02:00,47.21,55.4
2015-10-17 12:00:00+02:00,47.61,56.4
2015-10-17 13:00:00+02:00,44.63,53.72
2015-10-17 14:00:00+02:00,42.09,52.22
2015-10-17 15:00:00+02:00,39.74,49.55
2015-10-17 16:00:00+02:00,39.18,49.02
2015-10-17 17:00:00+02:00,42.6,53.28
2015-10-17 18:00:00+02:00,48.8,58.95
2015-10-17 19:00:00+02:00,50.5,60.59
2015-10-17 20:00:00+02:00,52.86,62.37
2015-10-17 21:00:00+02:00,50.0,59.88
2015-10-17 22:00:00+02:00,44.64,56.19
2015-10-17 23:00:00+02:00,43.85,54.04
2015-10-18 00:00:00+02:00,45.15,56.38
2015-10-18 01:00:00+02:00,42.58,54.22
2015-10-18 02:00:00+02:00,40.0,51.43
2015-10-18 03:00:00+02:00,40.69,52.19
2015-10-18 04:00:00+02:00,41.0,53.06
2015-10-18 05:00:00+02:00,41.87,54.03
2015-10-18 06:00:00+02:00,43.09,54.81
2015-10-18 07:00:00+02:00,45.0,56.25
2015-10-18 08:00:00+02:00,44.02,55.64
2015-10-18 09:00:00+02:00,47.21,58.1
2015-10-18 10:00:00+02:00,54.0,63.18
2015-10-18 11:00:00+02:00,55.8,65.45
2015-10-18 12:00:00+02:00,56.7,65.9
2015-10-18 13:00:00+02:00,56.7,66.08
2015-10-18 14:00:00+02:00,55.8,65.75
2015-10-18 15:00:00+02:00,47.76,58.81
2015-10-18 16:00:00+02:00,46.82,57.8
2015-10-18 17:00:00+02:00,43.85,55.09
2015-10-18 18:00:00+02:00,47.44,60.1
2015-10-18 19:00:00+02:00,56.05,67.43
2015-10-18 20:00:00+02:00,60.01,70.75
2015-10-18 21:00:00+02:00,60.17,70.41
2015-10-18 22:00:00+02:00,58.81,69.2
2015-10-18 23:00:00+02:00,56.57,64.43
2015-10-19 00:00:00+02:00,47.61,58.42
2015-10-19 01:00:00+02:00,46.68,57.5
2015-10-19 02:00:00+02:00,42.95,53.38
2015-10-19 03:00:00+02:00,41.69,52.24
2015-10-19 04:00:00+02:00,40.69,50.68
2015-10-19 05:00:00+02:00,43.0,52.74
2015-10-19 06:00:00+02:00,48.75,57.34
2015-10-19 07:00:00+02:00,60.01,66.39
2015-10-19 08:00:00+02:00,60.17,71.05
2015-10-19 09:00:00+02:00,62.52,72.87
2015-10-19 10:00:00+02:00,63.51,74.24
2015-10-19 11:00:00+02:00,62.18,74.18
2015-10-19 12:00:00+02:00,60.0,71.77
2015-10-19 13:00:00+02:00,59.59,71.46
